"Plot Title: WellSTIC2"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 21098133, SEN S/N: 21098133, LBL: Temp)","Intensity, Lux (LGR S/N: 21098133, SEN S/N: 21098133, LBL: Cond)","Coupler Detached (LGR S/N: 21098133, SEN S/N: 21098133)","Coupler Attached (LGR S/N: 21098133, SEN S/N: 21098133)","Host Connected (LGR S/N: 21098133, SEN S/N: 21098133)","Stopped (LGR S/N: 21098133, SEN S/N: 21098133)","End Of File (LGR S/N: 21098133, SEN S/N: 21098133)"
493,07/14/21 06:52:04 PM,8.082,220445.9,,,,,
494,07/14/21 06:52:34 PM,8.382,220445.9,,,,,
495,07/14/21 06:53:04 PM,8.680,220445.9,,,,,
496,07/14/21 06:53:34 PM,8.879,220445.9,,,,,
497,07/14/21 06:54:04 PM,9.077,231468.2,,,,,
498,07/14/21 06:54:34 PM,9.275,231468.2,,,,,
499,07/14/21 06:55:04 PM,9.472,231468.2,,,,,
500,07/14/21 06:55:34 PM,9.571,231468.2,,,,,
501,07/14/21 06:56:04 PM,9.768,231468.2,,,,,
502,07/14/21 06:56:34 PM,9.965,231468.2,,,,,
503,07/14/21 06:57:04 PM,10.161,231468.2,,,,,
504,07/14/21 06:57:34 PM,10.259,231468.2,,,,,
505,07/14/21 06:58:04 PM,10.455,231468.2,,,,,
506,07/14/21 06:58:34 PM,10.553,231468.2,,,,,
507,07/14/21 06:59:04 PM,10.748,231468.2,,,,,
508,07/14/21 06:59:34 PM,10.846,242490.5,,,,,
509,07/14/21 07:00:04 PM,10.944,242490.5,,,,,
510,07/14/21 07:00:34 PM,11.139,242490.5,,,,,
511,07/14/21 07:01:04 PM,11.236,242490.5,,,,,
512,07/14/21 07:01:34 PM,11.431,242490.5,,,,,
513,07/14/21 07:02:04 PM,11.528,242490.5,,,,,
514,07/14/21 07:02:34 PM,11.625,242490.5,,,,,
515,07/14/21 07:03:04 PM,11.722,242490.5,,,,,
516,07/14/21 07:03:34 PM,11.819,242490.5,,,,,
517,07/14/21 07:04:04 PM,11.916,242490.5,,,,,
518,07/14/21 07:04:34 PM,12.013,242490.5,,,,,
519,07/14/21 07:05:04 PM,12.110,242490.5,,,,,
520,07/14/21 07:05:34 PM,12.207,242490.5,,,,,
521,07/14/21 07:06:04 PM,12.304,242490.5,,,,,
522,07/14/21 07:06:34 PM,12.401,242490.5,,,,,
523,07/14/21 07:07:04 PM,12.497,242490.5,,,,,
524,07/14/21 07:07:34 PM,12.594,242490.5,,,,,
525,07/14/21 07:08:04 PM,12.690,242490.5,,,,,
526,07/14/21 07:08:34 PM,12.690,242490.5,,,,,
527,07/14/21 07:09:04 PM,12.883,242490.5,,,,,
528,07/14/21 07:09:34 PM,12.980,242490.5,,,,,
529,07/14/21 07:10:04 PM,12.980,242490.5,,,,,
530,07/14/21 07:10:34 PM,13.076,242490.5,,,,,
531,07/14/21 07:11:04 PM,13.173,242490.5,,,,,
532,07/14/21 07:11:34 PM,13.269,242490.5,,,,,
533,07/14/21 07:12:04 PM,13.365,242490.5,,,,,
534,07/14/21 07:12:34 PM,13.173,253512.8,,,,,
535,07/14/21 07:13:04 PM,13.365,253512.8,,,,,
536,07/14/21 07:13:34 PM,13.365,253512.8,,,,,
537,07/14/21 07:14:04 PM,13.461,253512.8,,,,,
538,07/14/21 07:14:34 PM,13.558,253512.8,,,,,
539,07/14/21 07:15:04 PM,13.654,253512.8,,,,,
540,07/14/21 07:15:34 PM,13.654,253512.8,,,,,
541,07/14/21 07:16:04 PM,13.750,253512.8,,,,,
542,07/14/21 07:16:34 PM,13.846,253512.8,,,,,
543,07/14/21 07:17:04 PM,13.846,253512.8,,,,,
544,07/14/21 07:17:34 PM,13.942,253512.8,,,,,
545,07/14/21 07:18:04 PM,14.038,253512.8,,,,,
546,07/14/21 07:18:34 PM,14.038,253512.8,,,,,
547,07/14/21 07:19:04 PM,14.134,253512.8,,,,,
548,07/14/21 07:19:34 PM,14.230,253512.8,,,,,
549,07/14/21 07:20:04 PM,14.230,253512.8,,,,,
550,07/14/21 07:20:34 PM,14.325,253512.8,,,,,
551,07/14/21 07:21:04 PM,14.421,253512.8,,,,,
552,07/14/21 07:21:34 PM,14.421,253512.8,,,,,
553,07/14/21 07:22:04 PM,14.517,253512.8,,,,,
554,07/14/21 07:22:34 PM,14.517,253512.8,,,,,
555,07/14/21 07:23:04 PM,14.613,253512.8,,,,,
556,07/14/21 07:23:34 PM,14.613,253512.8,,,,,
557,07/14/21 07:24:04 PM,14.709,253512.8,,,,,
558,07/14/21 07:24:34 PM,14.804,253512.8,,,,,
559,07/14/21 07:25:04 PM,14.804,253512.8,,,,,
560,07/14/21 07:25:34 PM,14.900,253512.8,,,,,
561,07/14/21 07:26:04 PM,14.900,253512.8,,,,,
562,07/14/21 07:26:34 PM,14.996,253512.8,,,,,
563,07/14/21 07:27:04 PM,14.996,253512.8,,,,,
564,07/14/21 07:27:34 PM,15.091,253512.8,,,,,
565,07/14/21 07:28:04 PM,15.091,253512.8,,,,,
566,07/14/21 07:28:34 PM,15.187,253512.8,,,,,
567,07/14/21 07:29:04 PM,15.187,253512.8,,,,,
568,07/14/21 07:29:34 PM,15.282,253512.8,,,,,
569,07/14/21 07:30:04 PM,15.282,253512.8,,,,,
570,07/14/21 07:30:34 PM,15.282,253512.8,,,,,
571,07/14/21 07:31:04 PM,15.378,253512.8,,,,,
572,07/14/21 07:31:34 PM,15.378,253512.8,,,,,
573,07/14/21 07:32:04 PM,15.473,253512.8,,,,,
574,07/14/21 07:32:34 PM,15.473,253512.8,,,,,
575,07/14/21 07:33:04 PM,15.569,253512.8,,,,,
576,07/14/21 07:33:34 PM,15.569,253512.8,,,,,
577,07/14/21 07:34:04 PM,15.569,253512.8,,,,,
578,07/14/21 07:34:34 PM,15.664,253512.8,,,,,
579,07/14/21 07:35:04 PM,15.664,253512.8,,,,,
580,07/14/21 07:35:34 PM,15.760,253512.8,,,,,
581,07/14/21 07:36:04 PM,15.760,253512.8,,,,,
582,07/14/21 07:36:34 PM,15.760,253512.8,,,,,
583,07/14/21 07:37:04 PM,15.760,253512.8,,,,,
584,07/14/21 07:37:34 PM,15.855,253512.8,,,,,
585,07/14/21 07:38:04 PM,15.855,253512.8,,,,,
586,07/14/21 07:38:34 PM,15.951,253512.8,,,,,
